DiabetesSTDEV,Lila 1 and 10,pop 2010,Urban,LowIncomeTracts,Average of percent,Average of lower confidence limit,Average of upper confidence limit,Statelist,CONCAT
1,1,34707,0,1,12.9125,10.675,15.5,25,1455
1,0,55834,0,1,11.9625,9.9,14.2625,25,1456
1,0,12250,0,1,12.35,9.5625,15.6125,25,1457
1,0,40404,0,1,14.35,12.1125,16.925,25,1458
0,0,29957,0,0,11.1625,8.8625,13.875,25,1459
1,0,25276,0,0,12.25,9.6625,15.35,25,1460
1,0,8223,0,1,15.1375,11.9875,18.925,25,1461
0,0,141617,1,0,10.1625,8.6,11.95,25,1462
1,0,28264,1,1,13.6125,11.0875,16.65,25,1463
1,0,4916,0,1,14.7,11.3375,18.7125,25,1464
1,0,27503,0,1,13.0375,10.35,16.1625,25,1465
1,0,16491,0,0,11.675,9.175,14.6375,25,1466
0,0,17786,0,0,11.475,8.9875,14.4,25,1467
1,0,29450,0,1,12.85,10.4125,15.775,25,1468
1,1,15378,0,1,13.9625,11.1625,17.225,25,1469
1,1,28886,0,1,12.6375,10.3,15.3375,25,1470
1,0,22232,0,1,11.9125,9.3375,14.9875,25,1471
1,0,19593,0,1,11.6625,9.0375,14.825,25,1472
1,1,10778,0,1,13.85,10.8375,17.475,25,1473
0,0,27134,0,1,11.025,8.6625,13.85,25,1474
1,0,15443,0,1,13.55,10.925,16.5875,25,1475
1,0,48773,1,1,12.525,10.375,15.05,25,1476
1,0,51137,1,1,13.0875,11.075,15.325,25,1477
1,0,20747,0,1,12.1125,9.7,14.9125,25,1478
1,0,10253,0,1,12.4125,9.6,15.7125,25,1479
1,1,9878,0,1,15.1125,12.025,18.8,25,1480
1,1,19198,0,1,14.3375,11.5875,17.475,25,1481
1,1,12678,0,1,13.7875,10.9875,17.0375,25,1482
1,1,28065,1,1,12.775,10.275,15.75,25,1483
0,0,25607,1,1,8.2125,6.425,10.425,26,1484
0,0,17291,0,0,9,6.925,11.35,26,1485
0,0,5685,0,0,10.0875,7.6875,12.9125,26,1486
0,0,25529,0,0,9.825,7.6,12.4125,26,1487
0,0,35597,0,1,9.4625,7.3125,12.025,26,1488
0,0,12402,0,1,10.175,7.6875,13.225,26,1489
0,0,17049,0,1,9.75,7.525,12.5375,26,1490
1,0,19056,0,1,11.625,9.025,14.7375,26,1491
0,0,12363,0,1,9.725,7.3375,12.6375,26,1492
0,0,162642,1,0,6.8375,5.525,8.3625,26,1493
0,0,89201,1,0,10.1375,8.5,12,26,1494
0,1,42794,1,1,10.275,8.1125,12.925,26,1495
0,1,9424,0,1,9.775,7.45,12.55,26,1496
0,0,44332,0,0,9,6.9875,11.4375,26,1497
0,0,44002,0,0,9.9375,7.7375,12.5125,26,1498
0,0,75674,1,0,9.375,7.475,11.575,26,1499
0,0,9295,0,0,9.9625,7.7625,12.575,26,1500
0,1,6265,0,1,10.15,7.6375,13.2625,26,1501
0,0,99478,1,0,9.05,7.2375,11.1625,26,1502
0,1,13982,0,1,10.3875,7.9375,13.325,26,1503
0,0,7831,0,0,11.0125,8.5375,14.0375,26,1504
0,0,77422,0,0,7.825,6.0625,9.9875,26,1505
0,0,7139,0,0,9.8875,7.5,12.7875,26,1506
0,0,221939,1,0,8.6125,7.1375,10.3125,26,1507
0,0,20743,0,0,9.7,7.4375,12.3875,26,1508
0,0,75990,1,0,8.675,6.9,10.8125,26,1509
0,0,17601,1,0,9.6,7.35,12.35,26,1510
0,0,24696,0,1,9.1125,6.9625,11.7,26,1511
0,0,7883,0,1,10.5625,7.975,13.6625,26,1512
0,1,16777,0,1,9.7125,7.3625,12.525,26,1513
0,0,8433,0,1,9.775,7.425,12.5625,26,1514
0,0,12892,0,0,8.55,6.5375,10.9625,26,1515
0,1,15657,1,1,9.775,7.4875,12.525,26,1516
0,1,13684,0,1,10.0875,7.6875,13.0375,26,1517
0,0,31953,0,1,10.5875,8.3125,13.3125,26,1518
0,0,101492,0,0,8.75,6.7875,11.1125,26,1519
0,0,15222,0,0,9.875,7.55,12.7,26,1520
0,0,6738,0,0,10.425,8.0375,13.3125,26,1521
0,0,275174,1,1,8.2625,6.8125,9.9125,26,1522
0,1,10261,1,1,9.825,7.5875,12.5,26,1523
0,0,8957,0,0,10.5,8.1,13.2875,26,1524
0,0,22272,1,0,9.9625,7.625,12.7375,26,1525
0,0,9627,0,1,11.45,8.8,14.7,26,1526
0,0,4912,0,0,10.25,7.8,13.2375,26,1527
0,0,10144,0,0,9.65,7.3375,12.35,26,1528
0,0,40400,0,1,10.1,7.975,12.675,26,1529
0,1,10630,0,1,10.0125,7.6,12.925,26,1530
0,0,674158,1,1,9.225,8.15,10.425,26,1531
0,0,117404,1,0,8.95,7.1125,11.1125,26,1532
0,0,218733,1,0,8.975,7.0625,11.2,26,1533
0,0,52595,1,0,8.425,6.775,10.35,26,1534
0,1,4131,0,1,10.35,7.8,13.4875,26,1535
0,1,35571,1,1,9.3125,7.2125,11.8,26,1536
0,0,33381,0,0,9.425,7.35,12.0125,26,1537
0,0,38634,0,0,9.6375,7.425,12.275,26,1538
0,0,10211,0,1,9.6375,7.425,12.2875,26,1539
0,0,52566,0,0,9.325,7.075,12.1,26,1540
0,0,12761,0,0,10,7.7875,12.6,26,1541
0,0,15195,1,0,10.1625,7.925,12.8125,26,1542
0,0,15566,0,0,10.0625,7.8875,12.625,26,1543
0,1,12226,0,1,10.0125,7.625,12.95,26,1544
0,0,9176,0,0,9.5875,7.2,12.35,26,1545
0,0,28781,1,0,8.95,7.0875,11.15,26,1546
0,0,23083,0,1,9,6.8375,11.5875,26,1547
0,0,3785,0,1,10.675,8.05,13.825,26,1548
0,0,24748,0,1,9.2875,7.125,11.9,26,1549
0,0,14358,1,1,10.2625,7.95,13.0125,26,1550
0,0,15607,1,0,9.0625,6.875,11.7625,26,1551
0,0,8840,0,0,10.6875,8.2125,13.575,26,1552
0,0,12236,0,1,10.25,7.8,13.2,26,1553
0,0,20565,0,1,10.5875,8.2375,13.375,26,1554
0,0,18956,0,1,10.725,8.35,13.5375,26,1555
0,0,58114,0,1,10.0125,7.8,12.6125,26,1556
0,1,23370,0,1,7.9375,6.2375,10,26,1557
0,1,10881,0,1,10.65,8.125,13.65,26,1558
0,0,13878,0,1,9.375,7.0625,12.125,26,1559
0,1,9723,0,1,10.675,8.15,13.6875,26,1560
0,0,18296,1,1,10.425,8.1625,13.1625,26,1561
0,0,18971,0,0,9.75,7.4625,12.525,26,1562
0,0,42201,1,0,9.425,7.35,11.85,26,1563
0,0,45156,1,0,9.025,7.05,11.4,26,1564
0,0,18516,0,0,9.475,7.4125,11.8625,26,1565
0,0,89322,1,0,8.125,6.3625,10.1625,26,1566
0,1,31137,0,1,10.125,7.8,12.9875,26,1567
0,0,52274,1,0,8.1125,6.25,10.45,26,1568
0,1,4979,0,1,9.95,7.55,12.85,26,1569
0,0,10167,0,0,9.975,7.6,12.8125,26,1570
0,0,25414,1,1,9.6,7.575,12.0125,26,1571
0,0,23494,0,0,9.925,7.6,12.725,26,1572
0,1,6696,0,1,10.5,7.975,13.5125,26,1573
0,1,14100,0,1,10.0875,7.6875,12.9625,26,1574
0,0,23370,1,1,10.3125,8.15,12.8875,26,1575
0,1,4431,0,1,10.3375,7.775,13.4625,26,1576
0,1,4843,0,1,9.3875,7.075,12.25,26,1577
0,0,39191,1,0,9.4875,7.45,11.95,26,1578
0,1,8441,0,1,10.425,7.9,13.5125,26,1579
0,0,6373,0,1,10.525,8.0125,13.55,26,1580
0,0,360485,1,0,7.5875,6.0625,9.3375,26,1581
0,0,9805,0,1,10.9,8.35,13.95,26,1582
0,0,65359,1,0,9.15,7.2125,11.4125,26,1583
0,0,998954,1,0,8.9375,7.8375,10.175,26,1584
0,0,319294,1,1,10.9625,9.6375,12.375,26,1585
0,0,18145,0,0,9.5,7.2375,12.1875,26,1586
0,0,29968,0,1,9.6,7.4,12.1875,26,1587
0,0,32202,0,0,10.4,8.075,13.1125,26,1588
0,1,6714,0,1,10.15,7.7,13.1125,26,1589
0,0,51675,1,1,9.8375,7.65,12.4625,26,1590
0,1,26008,0,1,9.975,7.6875,12.65,26,1591
0,0,21159,0,1,9.9875,7.65,12.8375,26,1592
0,0,32513,0,0,9.125,6.9375,11.8625,26,1593
0,1,25195,0,1,9.4375,7.2,12.275,26,1594
0,1,13521,0,1,10.85,8.3125,13.8375,26,1595
0,0,36202,0,1,8.85,6.7375,11.3875,26,1596
0,1,2171,0,1,10.7375,7.95,14.0375,26,1597
0,1,18815,0,1,10.0375,7.7,12.7875,26,1598
0,0,9246,0,0,7.6,5.625,9.975,27,1599
1,1,12865,0,1,12.0875,9.675,14.875,27,1600
0,0,6491,0,1,10.4,8.1875,12.9125,27,1601
0,0,5612,0,1,7.375,5.275,9.975,27,1602
0,0,10078,0,0,7.2125,5.3,9.5625,27,1603
0,0,1160,0,0,7.5875,5.1,10.65,27,1604
0,0,81327,1,0,7.7875,6.625,9.1,27,1605
0,1,5813,0,1,8.875,6.6,11.6375,27,1606
0,0,11699,1,0,8.25,6.3,10.6125,27,1607
0,0,1751,0,0,8.4,5.85,11.5625,27,1608
0,0,8966,1,0,8.1125,6.075,10.7,27,1609
0,0,9298,1,1,7.575,5.6875,9.8375,27,1610
0,0,2890,0,0,7.35,5.125,10.125,27,1611
0,0,11586,1,0,8.1125,6.2,10.35,27,1612
0,0,90928,0,0,6.0125,5.0625,7.0125,27,1613
0,0,89513,1,0,3.9875,3.2125,4.85,27,1614
0,0,1206,0,0,7.6125,5.1125,10.725,27,1615
0,0,13399,0,0,11.1375,9.0625,13.4375,27,1616
0,0,884,0,0,7.7625,5.175,10.95,27,1617
0,0,3079,0,0,7.575,5.3375,10.3,27,1618
0,0,16096,1,0,8.05,6.725,9.5625,27,1619
0,0,11406,0,0,7.075,5.2625,9.2875,27,1620
0,0,2072,0,0,8.0625,5.6125,11.1625,27,1621
0,0,28746,0,1,8.3125,7.2125,9.5125,27,1622
0,0,63395,0,0,6.575,5.425,7.9,27,1623
0,0,2339,0,0,8.0625,5.55,11.2125,27,1624
0,0,19687,0,1,8.975,7.2125,11.0125,27,1625
0,0,7691,0,0,6.8625,5.025,9.0125,27,1626
0,0,1734,0,0,7.7875,5.4375,10.625,27,1627
0,1,1891,0,1,7.8375,5.425,10.825,27,1628
0,1,4223,0,1,8.4875,6.125,11.3625,27,1629
0,0,109299,1,0,4.95,4.1,5.875,27,1630
0,1,4538,0,1,7.825,5.6375,10.5125,27,1631
0,0,15636,0,0,6.4375,4.9,8.25,27,1632
0,1,494,0,1,8.0375,4.9125,12.025,27,1633
0,0,4253,0,0,8.3125,6.15,10.9625,27,1634
0,1,6153,0,1,8.9,6.675,11.6125,27,1635
0,0,1743,0,0,7.6875,5.2875,10.5625,27,1636
0,0,7027,0,1,7.275,5.3625,9.6875,27,1637
0,1,1179,0,1,8.475,5.775,11.8625,27,1638
0,0,40212,0,0,6.6625,5.275,8.25,27,1639
0,0,9746,1,0,7.65,5.725,10.025,27,1640
1,0,10425,0,0,12.975,10.45,15.925,27,1641
0,0,9233,0,0,9.675,7.6875,12.0125,27,1642
0,1,11413,0,1,8.8625,6.8875,11.2,27,1643
0,0,3384,0,0,8.625,6.25,11.5125,27,1644
0,0,34200,1,1,7.825,6.4,9.45,27,1645
0,0,9117,0,0,7.0375,5.1875,9.225,27,1646
0,0,3651,0,0,7.2875,5.175,9.9,27,1647
0,0,6073,0,1,7.35,5.4,9.7,27,1648
0,0,5324,0,0,7.4375,5.375,9.9625,27,1649
0,0,718,0,0,7.7875,4.95,11.35,27,1650
0,0,7369,0,0,8.9125,6.8,11.4125,27,1651
0,1,2168,0,1,7.725,5.35,10.6625,27,1652
0,0,1017,0,0,8.475,5.6625,11.9875,27,1653
0,0,147972,1,0,7.375,6.3375,8.5125,27,1654
0,0,31364,1,0,7.8125,6.6625,9.1,28,1655
0,1,6685,0,1,9.275,7.35,11.4375,28,1656
0,1,460,0,1,8.5625,5.4625,12.1625,28,1657
0,0,690,0,0,9.225,6.3625,12.5625,28,1658
0,1,478,0,1,9.325,6.275,12.9875,28,1659
0,0,5505,0,0,8.9875,7.1375,11.075,28,1660
0,0,11308,1,0,8.975,7.375,10.7875,28,1661
0,1,2099,0,1,9.2125,6.9625,11.875,28,1662
0,0,3145,0,1,9.8625,7.65,12.425,28,1663
0,0,46102,1,0,6.7,5.5625,7.95,28,1664
0,0,6858,0,0,9.5875,7.7125,11.75,28,1665
0,0,8395,0,0,7.9,6.275,9.775,28,1666
0,0,25241,0,0,8.0875,6.575,9.85,28,1667
0,0,8852,0,0,8.575,6.9625,10.3375,28,1668
0,1,3966,0,1,8.5625,6.675,10.775,28,1669
0,1,5713,0,1,8.275,6.575,10.2,28,1670
0,0,9998,1,0,7.8,6.3,9.55,28,1671
0,1,6542,0,1,9.2375,7.325,11.3375,28,1672
0,0,10515,0,0,7.875,6.2875,9.7375,28,1673
0,0,9139,0,0,8.075,6.4375,9.9125,28,1674
0,0,10939,0,0,8.775,7.2125,10.4625,28,1675
0,0,21006,1,0,8.275,7.1,9.6375,28,1676
0,0,9182,1,1,7.675,6.1625,9.4125,28,1677
0,0,24326,1,0,8.45,7.0125,10.075,28,1678
0,1,1941,0,1,8.875,6.6125,11.4625,28,1679
0,1,6000,0,1,8.2625,6.6125,10.125,28,1680
0,0,36691,1,0,8.6375,7.3125,10.125,28,1681
0,0,517110,1,0,7.775,7.0375,8.575,28,1682
0,0,2008,0,0,9.7875,7.5125,12.375,28,1683
0,0,5890,0,0,8.7875,6.925,10.95,28,1684
0,1,3225,0,1,9.6875,7.4375,12.25,28,1685
0,0,2756,0,0,8.6125,6.6,10.95,28,1686
0,1,4959,0,1,9.9,7.9,12.1125,28,1687
0,0,22311,1,0,9.2375,7.7375,10.95,28,1688
0,1,2057,0,1,9.9875,7.625,12.7,28,1689
0,0,2049,0,1,9.5,7.1375,12.2375,28,1690
0,0,2044,0,0,9.2875,6.9625,11.975,28,1691
0,1,614,0,1,8.6875,5.9375,11.9125,28,1692
0,0,2538,0,0,9.6875,7.425,12.2625,28,1693
0,0,58607,1,0,8.0125,6.9,9.2125,28,1694
0,0,9124,0,0,7.725,6.1375,9.5875,28,1695
0,0,3423,0,0,9.075,6.975,11.575,28,1696
0,0,967,0,0,8.9125,6.4,11.875,28,1697
0,1,2908,0,1,9.4375,7.3375,11.9125,28,1698
0,0,10435,0,0,9.125,7.425,11.075,28,1699
0,0,736,0,0,9.6625,6.85,13,28,1700
0,0,6274,0,0,8.125,6.45,10.025,28,1701
0,0,7547,1,0,9.5375,7.65,11.7375,28,1702
0,0,5217,0,1,9.125,7.15,11.375,28,1703
0,0,6489,1,0,7.4875,5.7875,9.4625,28,1704
0,0,8368,1,0,8.425,6.8125,10.2375,28,1705
0,1,824,0,1,9.475,6.675,12.6625,28,1706
0,0,3821,0,0,9.6875,7.5875,12.1,28,1707
0,0,8701,0,0,9.3125,7.6375,11.225,28,1708
0,0,285407,1,0,6.8125,6.05,7.65,28,1709
0,0,36288,1,0,8.5125,7.3875,9.775,28,1710
0,1,763,0,1,9.0625,6.325,12.3,28,1711
0,1,632,0,1,9.05,6.2625,12.4125,28,1712
0,0,34876,1,0,7.6875,6.5,9.025,28,1713
0,0,539,0,0,8.5875,5.625,12,28,1714
0,0,7845,0,0,8.8125,6.975,10.9125,28,1715
0,1,5042,0,1,9.5625,7.5125,11.8875,28,1716
0,0,3735,0,0,9.45,7.3125,11.8625,28,1717
0,0,7248,1,0,8.775,7,10.8375,28,1718
0,1,4500,0,1,9.4375,7.4625,11.775,28,1719
0,0,15740,0,0,9.025,7.525,10.8,28,1720
0,0,2773,0,0,10.2125,7.9375,12.8625,28,1721
0,0,2970,0,0,8.725,6.7,11.15,28,1722
0,0,9188,1,0,8.6,6.7875,10.6625,28,1723
0,0,7266,0,0,8.3375,6.6,10.4,28,1724
0,0,32237,0,0,7.55,6.35,8.875,28,1725
0,0,5406,0,0,9.6125,7.625,11.8875,28,1726
0,0,11055,1,0,8.5875,7.0875,10.3125,28,1727
0,0,8363,0,1,9.6625,7.9125,11.6375,28,1728
0,0,1526,0,1,9.6875,7.2125,12.6375,28,1729
0,0,14200,0,0,8.1125,6.5375,9.9625,28,1730
0,0,158840,1,0,7.025,6.0625,8.1125,28,1731
0,0,20780,0,0,8.075,6.575,9.825,28,1732
0,0,36970,1,0,9.725,8.6,10.975,28,1733
0,0,16750,1,0,7.9125,6.4875,9.5,28,1734
0,1,5469,0,1,9.9125,8.075,11.9,28,1735
0,1,3152,0,1,9.15,7.0875,11.575,28,1736
0,0,1311,0,0,7.95,5.8,10.5,28,1737
0,0,6129,0,0,7.475,5.7875,9.475,28,1738
0,0,5228,0,0,10.4625,8.25,12.975,28,1739
0,0,647,0,0,8.775,6,12.0625,28,1740
0,1,6940,0,1,11.5375,9.4375,14,28,1741
0,1,4260,0,1,9.575,7.5875,11.85,28,1742
0,0,20234,0,0,7.8875,6.4,9.5625,28,1743
0,1,9595,1,1,6.775,5.4125,8.3375,28,1744
0,1,3812,0,1,10.35,8.15,12.775,28,1745
0,0,818,0,0,8.5375,5.9,11.65,28,1746
0,0,13665,1,0,8.4625,6.975,10.175,28,1747
0,0,24877,0,0,8.45,6.5625,10.6625,29,1748
0,0,1951269,1,0,8.1625,7.375,9,29,1749
0,0,46997,0,0,7.4125,5.9375,9.1,29,1750
0,0,48818,0,0,6.8375,5.3125,8.675,29,1751
0,0,783,0,0,9.8125,6.5625,13.85,29,1752
0,0,1987,0,0,7.8625,5.2125,11.2125,29,1753
0,0,16528,0,0,7.0125,5.1375,9.3375,29,1754
0,0,5775,0,0,7.8,5.425,10.825,29,1755
0,0,5345,0,0,9.6625,6.8625,13.1125,29,1756
0,0,51980,0,0,7.8,6.2875,9.55,29,1757
0,1,4772,1,1,10.65,7.8125,14.1625,29,1758
0,1,43946,1,1,9.925,7.9875,12.0875,29,1759
0,0,6753,0,0,7.2,5.0375,9.9375,29,1760
0,0,4010,0,0,7.7125,5.35,10.725,29,1761
0,0,421407,1,0,6.475,5.8125,7.2125,29,1762
0,0,10030,0,1,7.775,5.65,10.3875,29,1763
0,0,60088,0,0,,,,30,1764
0,0,47818,0,1,,,,30,1765
0,0,55274,1,0,,,,30,1766
0,0,77117,0,0,,,,30,1767
0,0,33055,0,1,,,,30,1768
0,0,89118,0,0,,,,30,1769
0,0,400721,1,0,,,,30,1770
0,0,146445,0,0,,,,30,1771
0,0,295223,1,0,,,,30,1772
0,0,123143,1,1,,,,30,1773
0,1,43742,0,1,,,,30,1774
0,0,274549,1,1,9.6625,8.55,10.8875,31,1775
0,0,905116,1,0,7.3125,6.4625,8.275,31,1776
0,0,448734,1,0,8.8625,7.7625,10.05,31,1777
0,0,513657,1,0,8.95,7.8875,10.1125,31,1778
0,0,97265,1,0,10.0125,8.75,11.425,31,1779
0,0,156898,1,1,10.0875,8.65,11.675,31,1780
0,0,783969,1,1,9.3375,8.4375,10.2625,31,1781
0,0,288288,1,0,9.325,8.15,10.6125,31,1782
0,0,634266,1,1,7.6,6.7375,8.5375,31,1783
0,0,128349,0,0,6.3875,5.4,7.4875,31,1784
0,0,366513,1,0,8.3625,7.275,9.5125,31,1785
0,0,809858,1,0,7.975,7.0625,8.9875,31,1786
0,0,630380,1,0,7.6875,6.6875,8.7,31,1787
0,0,492276,1,0,7.0875,6.1625,8.05,31,1788
0,0,576567,1,0,9.8,8.6625,11.0625,31,1789
0,0,501226,1,1,8.35,7.3,9.5375,31,1790
0,0,66083,1,0,9.525,7.8875,11.35,31,1791
0,0,323444,1,0,6.875,5.9125,7.925,31,1792
0,0,149265,1,0,7.5,6.4125,8.7125,31,1793
0,0,536499,1,0,7.9,6.8875,9.0375,31,1794
0,0,108692,1,0,8.2875,7.1,9.6,31,1795
0,0,662564,1,0,5.5125,4.85,6.25,32,1796
0,1,3725,0,1,8.175,5.9,11,32,1797
0,0,65645,1,1,8.625,7.1,10.425,32,1798
0,1,27213,0,1,10.6625,8.6625,12.95,32,1799
0,0,13750,0,0,7.5625,5.675,9.85,32,1800
0,0,48376,1,1,7.4375,6.0125,9.1,32,1801
0,1,2022,0,1,8.2875,5.75,11.3875,32,1802
0,0,209233,1,1,,,,32,1803
0,0,53829,1,0,9.2125,7.525,11.1125,32,1804
0,0,29514,0,0,7.3,5.65,9.2375,32,1805
0,1,4687,0,1,6.5125,4.5375,9.05,32,1806
0,0,695,0,0,8.4875,5.5875,12.075,32,1807
0,1,4894,0,1,7.225,5.075,9.95,32,1808
0,0,64727,1,0,7.525,6.05,9.2,32,1809
0,0,20497,0,0,6.975,5.275,8.95,32,1810
0,0,17950,1,0,5.85,4.3125,7.6125,32,1811
0,1,25095,1,1,8.0625,6.125,10.35,32,1812
1,1,71492,0,1,11.65,9.95,13.525,32,1813
0,0,4881,0,0,7.65,5.4375,10.4875,32,1814
0,0,63797,1,0,7.8125,6.4125,9.4,32,1815
0,0,9041,1,0,7.6875,5.675,10.05,32,1816
0,1,40246,0,1,7,5.475,8.8,32,1817
0,0,19846,1,1,5.9875,4.475,7.8625,32,1818
0,0,130044,1,0,8.025,6.9875,9.15,32,1819
0,1,29393,1,1,6.775,5.0875,8.8375,32,1820
0,0,131561,1,0,6.625,5.6,7.7625,32,1821
0,0,144170,1,0,4.275,3.5375,5.1375,32,1822
0,0,11988,0,1,8.775,6.6,11.4,32,1823
0,1,17866,1,1,7.7125,5.7875,10.1,32,1824
0,1,32937,0,1,6.3125,4.8625,7.95,32,1825
0,1,16383,0,1,6.5875,4.8875,8.675,32,1826
0,1,4549,0,1,6.7875,4.7625,9.325,32,1827
0,0,76569,1,1,7.3125,5.925,8.9625,32,1828
0,0,304204,1,0,7.95,6.425,9.7,33,1829
0,0,48946,0,1,8.875,6.575,11.6375,33,1830
0,0,1385108,1,1,9.275,7.8875,10.8375,33,1831
0,0,200600,1,1,9.325,7.4,11.575,33,1832
0,0,80317,0,1,9.0375,6.9125,11.6,33,1833
0,0,80026,0,0,8.3625,6.2375,10.95,33,1834
0,0,134905,1,1,9,7.0125,11.3625,33,1835
0,0,88830,1,1,9.775,7.4625,12.6,33,1836
0,0,50477,0,1,8.825,6.6,11.525,33,1837
0,0,82128,0,0,7.7,5.7875,10.0625,33,1838
0,0,63096,0,0,8.4,6.3125,10.95,33,1839
0,0,49336,1,0,7.7125,5.7,10.2375,33,1840
0,0,47980,0,1,8.9375,6.7,11.625,33,1841
0,0,297488,1,0,8.325,6.675,10.225,33,1842
0,0,919040,1,0,9.35,8.125,10.725,33,1843
0,0,39370,0,0,8.3125,6.1625,10.9625,33,1844
0,0,51599,0,1,8.7,6.5125,11.425,33,1845
0,0,55531,1,1,8.425,6.25,11.1,33,1846
0,0,60079,1,0,9.3125,6.9375,12.1625,33,1847
0,0,49221,0,0,8.6625,6.4625,11.375,33,1848
0,0,4836,0,0,10.2,7.375,13.7375,33,1849
0,0,64519,0,1,8.85,6.6,11.55,33,1850
0,0,116229,0,0,7.6875,5.8875,9.925,33,1851
0,0,2504700,1,1,9.05,7.9625,10.25,33,1852
0,1,27087,0,1,9.3125,6.85,12.3625,33,1853
0,0,65393,0,0,8.2625,6.175,10.85,33,1854
0,0,73442,0,0,7.9625,5.9375,10.4875,33,1855
0,0,744344,1,0,8.65,7.35,10.0625,33,1856
0,0,50219,1,1,8.5625,6.375,11.275,33,1857
0,0,1339532,1,0,7.95,6.8,9.2125,33,1858
0,0,1585873,1,0,6.375,5.5625,7.275,33,1859
0,0,216469,1,0,8.975,7.1625,11.075,33,1860
0,0,234878,1,0,8.6375,6.8625,10.7,33,1861
0,0,467026,1,0,8.625,7.1125,10.3625,33,1862
0,0,107931,0,0,8.1625,6.2125,10.5375,33,1863
0,0,372813,1,0,8.3875,6.7375,10.325,33,1864
0,0,42883,0,0,8.9875,6.65,11.875,33,1865
0,0,122109,0,0,8.6,6.5625,11.1,33,1866
0,0,62259,0,0,8.2125,6.125,10.6875,33,1867
0,0,99710,1,0,7.55,5.625,9.8375,33,1868
0,0,2230722,1,0,8.7,7.6,9.9,33,1869
0,0,159429,1,0,8.3375,6.5,10.575,33,1870
0,0,468730,1,0,8.625,6.975,10.525,33,1871
0,0,311687,1,0,9.075,7.25,11.1625,33,1872
0,0,219607,1,0,7.725,6.0375,9.7375,33,1873
0,0,154727,1,0,9.275,7.2625,11.625,33,1874
0,0,32749,0,1,8.475,6.25,11.2875,33,1875
0,0,18343,0,1,8.25,5.975,11.05,33,1876
0,0,35251,0,1,8.25,6.0625,10.9625,33,1877
0,0,111944,0,1,8.9125,6.875,11.45,33,1878
0,0,98990,0,1,9.45,7.2375,12.15,33,1879
0,0,1493350,1,0,7.4125,6.325,8.5875,33,1880
0,0,77547,0,0,9.65,7.3375,12.4875,33,1881
0,0,51125,0,0,8.3625,6.2375,10.925,33,1882
0,0,101564,1,0,6.425,4.8375,8.3,33,1883
0,0,182493,0,0,8.3375,6.5375,10.4625,33,1884
0,0,65707,1,0,8.8875,6.65,11.575,33,1885
0,0,63216,0,0,8.575,6.4125,11.2375,33,1886
0,0,93772,0,0,8.725,6.6,11.275,33,1887
0,0,949113,1,0,7.2625,6.1,8.5625,33,1888
0,0,42155,0,0,8.075,5.975,10.7375,33,1889
0,0,25348,0,1,8.55,6.2625,11.45,33,1890
0,0,151131,1,0,10.675,9.2375,12.25,34,1891
0,0,37198,0,0,9.65,7.2375,12.625,34,1892
0,0,11155,0,1,10.4625,7.85,13.625,34,1893
1,0,26948,0,1,12.125,9.5625,15.1375,34,1894
0,0,27281,0,1,9.2,7.1,11.575,34,1895
0,0,17797,0,0,9.625,7.25,12.4125,34,1896
1,0,47759,0,0,12.225,9.825,15,34,1897
1,1,21282,0,1,14.1625,11.3,17.475,34,1898
1,0,35190,0,1,12.65,10.125,15.6375,34,1899
0,0,107431,0,0,10.175,8.275,12.2875,34,1900
0,0,238318,1,0,8.7625,7.5,10.1875,34,1901
0,0,90912,0,1,10.7625,8.8625,12.9375,34,1902
0,0,178011,1,0,9.4125,8.0625,10.9375,34,1903
0,0,83029,1,0,10.5125,8.525,12.7625,34,1904
0,0,9980,0,0,10.3875,7.8,13.6125,34,1905
0,0,66469,1,0,10.65,8.3875,13.3,34,1906
1,0,23719,0,1,12.7625,10.05,15.9625,34,1907
0,0,154358,1,0,9.5125,8.15,11.0125,34,1908
0,0,63505,0,0,9.0375,7.275,11.1,34,1909
1,0,27444,0,1,11.9625,9.325,15.05,34,1910
1,0,14793,0,0,12.4375,9.725,15.6875,34,1911
0,0,10587,0,1,10.8375,8.0375,14.2125,34,1912
1,0,98078,0,0,12.1125,9.725,14.85,34,1913
1,0,58098,0,0,12.2375,9.8625,15,34,1914
0,0,103505,1,0,10.625,8.6875,12.825,34,1915
0,0,319431,1,0,10.9125,9.55,12.4125,34,1916
0,0,23547,0,0,9.225,6.8625,12.0875,34,1917
0,0,33920,0,0,8.875,6.7,11.5375,34,1918
0,0,162878,1,0,10.425,8.975,12,34,1919
0,0,41240,0,0,10.2,7.7875,13.1625,34,1920
0,0,58505,0,1,11.5875,9.2875,14.35,34,1921
0,0,267587,1,0,8.4125,7.275,9.6375,34,1922
1,0,56552,0,1,13.4375,10.925,16.375,34,1923
0,0,350670,1,0,9.0625,7.825,10.425,34,1924
0,0,60619,0,1,10.15,8.0375,12.6375,34,1925
0,0,206086,1,1,11.0625,9.575,12.7125,34,1926
1,0,12197,0,0,12.3625,9.65,15.5875,34,1927
0,0,8861,0,1,11.0875,8.3875,14.375,34,1928
0,0,59916,0,0,10.7625,8.5375,13.325,34,1929
0,0,21362,0,0,11.425,8.925,14.5,34,1930
0,0,488406,1,0,9.55,8.375,10.8375,34,1931
1,0,54691,0,1,14.275,11.725,17.275,34,1932
