DiabetesSTDEV,Lila 1 and 10,pop 2010,Urban,LowIncomeTracts,Average of percent,Average of lower confidence limit,Average of upper confidence limit,Statelist,CONCAT
1,1,8340,0,1,12.625,9.6875,16.25,11,469
1,0,9980,0,1,11.9,9.2125,15.1125,11,470
0,0,28669,0,0,11.225,8.6375,14.3375,11,471
0,0,18317,0,1,11.4375,8.7,14.8125,11,472
0,0,10078,0,1,10.4875,7.9125,13.675,11,473
1,0,48434,0,1,11.975,10,14.1875,11,474
0,0,28298,0,0,9.475,7.125,12.35,11,475
0,0,63453,1,0,9.6875,7.4875,12.3625,11,476
1,0,7996,0,1,12.3625,9.4875,15.8625,11,477
0,0,14464,0,0,9.275,6.85,12.4,11,478
0,0,109233,1,1,10.325,8.5,12.375,11,479
0,0,29966,0,0,8.8125,6.425,11.8,11,480
1,0,14740,0,1,13.4625,10.5375,16.9875,11,481
0,0,28120,0,0,10.5,7.85,13.675,11,482
1,1,8742,0,1,12.0375,9.225,15.525,11,483
1,0,21875,0,1,12.625,9.7625,16.025,11,484
1,0,14333,0,0,13.0625,10.1375,16.5375,11,485
1,0,21992,0,1,12.55,9.75,15.9625,11,486
1,0,6125,0,1,12.925,9.8125,16.725,11,487
1,0,23498,0,1,11.7375,9.225,14.7875,11,488
0,0,26424,0,0,10.9625,8.35,14.075,11,489
0,0,9123,0,1,10.6375,8.1,13.75,11,490
1,0,17868,0,0,11.7625,9.075,15.1,11,491
0,0,39628,0,1,10.0375,7.3875,13.275,11,492
1,0,189885,1,1,11.65,9.85,13.6375,11,493
0,0,99958,1,0,10.2,7.925,12.9,11,494
0,0,32808,0,0,9,6.7375,11.65,11,495
0,0,14899,0,1,11.0625,8.375,14.3,11,496
0,0,142324,1,0,9.2,7.0625,11.725,11,497
1,0,27695,0,1,11.7625,9.1125,14.9875,11,498
0,0,29431,0,0,10.1,7.5375,13.25,11,499
0,0,18758,0,1,11.3875,8.525,14.925,11,500
0,0,17869,0,0,10.175,7.5375,13.4375,11,501
0,0,41475,0,1,11.0375,8.4125,14.2125,11,502
1,0,12010,0,0,11.675,9.075,14.825,11,503
1,0,21218,0,0,12.4875,9.625,15.8625,11,504
1,0,2513,0,1,14.0875,10.75,18.05,11,505
1,0,16276,0,1,11.6125,8.6,15.25,11,506
1,1,7719,1,1,14.5625,11.35,18.4125,11,507
0,0,200549,1,1,11.45,9.5625,13.525,11,508
0,0,85215,1,0,10.925,8.4875,13.85,11,509
0,0,5010,0,1,11.1125,8.2875,14.55,11,510
1,0,14593,0,1,13.0125,10.1625,16.425,11,511
1,0,8729,0,1,13.075,10.0625,16.6375,11,512
0,0,64073,1,1,11.25,8.7625,14.225,11,513
1,0,26175,0,1,12.4625,9.475,16.0625,11,514
1,1,6058,0,1,14.8625,11.575,18.7625,11,515
1,0,32819,0,1,12.1625,9.5875,15.225,11,516
1,0,6865,0,1,14.5625,11.3375,18.475,11,517
1,1,1717,0,1,15.0375,11.4875,19.1125,11,518
0,0,25520,0,1,10.4125,7.9625,13.4625,11,519
1,0,8906,0,1,13.125,10.1125,16.775,11,520
0,1,16500,0,1,11.175,8.6875,14.1875,11,521
1,0,9315,0,1,13.9375,10.8125,17.8125,11,522
1,0,44720,0,1,12.6125,10.1625,15.4625,11,523
0,0,40118,0,1,11.525,9.1375,14.2375,11,524
1,0,27223,0,1,12.0125,9.3375,15.2,11,525
1,0,10471,0,0,12.1375,8.925,15.9125,11,526
0,1,6885,1,1,11.45,8.7875,14.7,11,527
1,0,67044,0,1,11.7375,9.175,14.8625,11,528
1,1,8930,1,1,12.55,9.65,16.05,11,529
1,0,9023,0,1,13.0625,10.1125,16.675,11,530
1,0,21356,0,0,12.5625,9.5,16.2875,11,531
1,0,27153,0,0,11.9,9.1875,15.275,11,532
0,0,68756,0,1,11.225,8.6875,14.2625,11,533
0,0,83768,0,0,10.0125,7.85,12.5375,11,534
1,0,36312,1,1,12.35,9.7625,15.3625,11,535
1,0,5834,0,1,14.0125,10.9,17.65,11,536
1,0,21187,0,1,13,10.175,16.4375,11,537
0,1,30099,0,1,10.275,7.9125,13.1,11,538
1,0,2799,0,1,12.925,9.7625,16.775,11,539
0,0,7421,0,1,10.15,7.6375,13.25,11,540
0,0,27144,0,0,10.0375,7.4625,13.225,11,541
0,0,102599,1,0,9.85,7.675,12.375,11,542
0,0,9255,0,1,11.3,8.6125,14.5625,11,543
1,0,10593,0,1,14.4,11.2875,18.2,11,544
1,0,9563,0,0,12.5125,9.6625,16,11,545
0,0,21679,0,1,11.4875,8.875,14.6375,11,546
0,0,185079,0,0,7.8375,7.0625,8.6625,12,547
0,0,953207,1,0,8.125,7.575,8.7125,12,548
0,0,90,0,0,10.8375,5.6875,17.4125,12,549
0,0,67091,0,0,8.475,7.2875,9.725,12,550
0,0,154834,1,0,7.55,6.7875,8.35,12,551
0,0,392365,1,0,6.675,5.8,7.65,13,552
0,0,3976,0,1,9.2625,6.6625,12.4125,13,553
0,0,82839,1,0,8.2,6.9375,9.6375,13,554
0,0,5986,0,0,8.5625,6.2375,11.35,13,555
0,1,9285,0,1,9.1875,6.9125,11.8875,13,556
0,0,45607,0,0,10.4,8.575,12.425,13,557
0,0,21376,0,0,5.35,3.9375,7.05,13,558
0,0,7028,0,0,8.6125,6.125,11.65,13,559
0,0,40877,0,0,7.875,6.325,9.6875,13,560
0,0,104234,1,0,8.0375,6.775,9.3875,13,561
0,1,10972,0,1,7.8,5.7375,10.2875,13,562
0,0,2891,0,0,9.425,6.65,12.8625,13,563
0,1,1117,0,1,7.8375,5.1875,11.2125,13,564
0,0,188923,1,1,8.4,7.2375,9.65,13,565
0,0,6963,0,0,8.5625,6.225,11.425,13,566
0,0,22952,0,0,8.8125,6.8625,11.0625,13,567
0,1,982,0,1,8.3125,5.4125,11.9875,13,568
0,1,8761,0,1,9.75,7.5375,12.325,13,569
0,0,4368,0,0,8.575,6.1375,11.675,13,570
0,0,27038,0,0,7.25,5.4,9.5875,13,571
0,0,12786,0,0,7.7,5.7,10.2,13,572
0,0,13242,0,0,8.4625,6.2875,11.0875,13,573
0,0,16719,0,0,8.6625,6.5875,11.15,13,574
0,0,15464,0,0,8.65,6.5875,11.15,13,575
0,1,16267,0,1,9.0875,7.3,11.1625,13,576
0,0,26140,0,0,7.875,6.0125,10.1,13,577
0,0,22374,0,0,8.25,6.25,10.6375,13,578
0,0,138494,1,0,7.9375,6.7625,9.2,13,579
0,0,37244,1,0,6.1125,4.8875,7.4875,13,580
0,0,7936,0,1,8.9125,6.6,11.7,13,581
0,0,3821,0,1,9.8375,7.225,12.9375,13,582
0,0,5208,0,0,7.4125,5.225,10.1875,13,583
0,0,37536,1,1,5.3125,3.975,6.95,13,584
0,0,20069,0,0,9.375,7.25,11.8375,13,585
0,0,39265,1,0,10.125,8.55,11.9,13,586
0,0,4286,0,0,8.925,6.3375,12.05,13,587
0,0,11526,0,1,8.3875,6.125,11.1,13,588
0,0,22623,1,0,7.9875,6.075,10.2125,13,589
0,0,7817,0,1,7.8375,5.6875,10.5,13,590
0,0,12765,0,1,9.2625,7.1125,11.8375,13,591
0,0,10170,0,0,6.2125,4.3125,8.65,13,592
0,0,77230,1,0,8.475,7.0875,10,13,593
0,0,9862,0,0,8.025,5.725,10.875,13,594
0,0,10198,0,0,9.8375,7.3875,12.825,13,595
0,0,67103,1,1,9.0375,7.1,11.4125,14,596
0,1,8238,1,1,10.6,8.225,13.4375,14,597
0,0,17768,0,0,8.75,6.65,11.3,14,598
0,0,54165,1,0,7.35,5.5375,9.55,14,599
0,1,6937,1,1,7.6875,5.6625,10.275,14,600
0,0,34978,0,1,9.1625,7.0125,11.8125,14,601
0,0,5089,0,1,9.275,6.9125,12.1625,14,602
0,0,15387,0,0,9.9125,7.5625,12.7625,14,603
0,0,13642,0,0,8.7375,6.575,11.525,14,604
0,0,201081,1,1,7.3875,5.9,9.2125,14,605
0,0,34800,1,1,9.2125,7.075,11.7875,14,606
0,0,16335,0,1,9.025,6.8,11.7375,14,607
0,0,13815,0,1,9.3375,7.0875,12.1125,14,608
0,0,37762,0,0,8.275,6.3625,10.625,14,609
0,0,53873,1,1,7.3875,5.6625,9.5,14,610
0,0,5194675,1,0,8.4125,7.775,9.0875,14,611
0,0,19817,0,1,8.975,6.8125,11.6125,14,612
0,0,11048,0,1,8.9875,6.7375,11.75,14,613
0,0,16561,0,0,8.6875,6.525,11.3125,14,614
0,0,105160,1,0,6.7625,5.1875,8.7125,14,615
0,0,19980,0,0,8.6875,6.575,11.3,14,616
0,0,916924,1,0,6.9875,5.925,8.1875,14,617
0,0,18576,0,1,9.3625,7.1375,12.1,14,618
0,0,6721,0,1,9.075,6.75,11.8875,14,619
0,0,34242,0,0,8.3125,6.375,10.7125,14,620
0,0,22140,0,1,8.7125,6.6625,11.3,14,621
0,0,14081,0,0,9.1375,6.925,11.85,14,622
0,0,39561,1,1,9.4875,7.2375,12.25,14,623
0,0,37069,0,1,8.8625,6.8375,11.3375,14,624
0,1,5589,0,1,9.425,7.0125,12.35,14,625
0,0,13886,0,1,9.1125,6.875,11.8625,14,626
0,0,50063,1,0,7.6625,5.7625,10,14,627
0,0,8457,0,1,9.4875,7.125,12.35,14,628
0,0,19104,0,1,9.4125,7.1625,12.175,14,629
0,1,4320,0,1,9.5,7.025,12.4875,14,630
0,0,7331,0,0,9.525,7.1125,12.525,14,631
0,0,50486,0,0,8.625,6.5875,11.0125,14,632
0,0,29718,0,0,9.3,7.1625,11.9,14,633
0,1,60218,1,1,7.325,5.6125,9.4125,14,634
0,0,9698,0,0,9,6.725,11.8125,14,635
0,0,38827,1,1,9.275,7.2,11.825,14,636
0,0,22985,0,0,8.475,6.425,10.975,14,637
0,0,22678,0,0,9.275,7.0625,11.9,14,638
0,0,12582,0,1,8.25,6.1875,10.8,14,639
0,0,515269,1,0,7.075,5.7625,8.5625,14,640
0,0,113449,1,0,8.5375,6.725,10.65,14,641
0,0,114736,1,0,6.2875,4.75,8.175,14,642
0,0,52919,1,1,9.25,7.225,11.7125,14,643
0,0,113924,1,0,,,,14,644
0,0,703462,1,0,7.1125,5.9,8.4375,14,645
0,0,16833,1,1,8.825,6.7125,11.4125,14,646
0,0,36031,0,0,8.825,6.75,11.325,14,647
0,0,38950,0,0,8.9625,6.85,11.525,14,648
0,0,30305,0,0,8.5125,6.475,11,14,649
0,0,110768,1,0,9.475,7.6,11.675,14,650
0,0,47765,0,0,9.225,7.1625,11.7625,14,651
0,0,269282,1,0,9.375,7.75,11.2625,14,652
0,0,39437,1,1,8.6875,6.75,11,14,653
0,0,12640,0,0,9.15,6.8875,11.875,14,654
0,0,14666,0,0,9.1625,6.9125,11.8625,14,655
0,0,15429,1,1,9.6625,7.3625,12.4375,14,656
0,0,32612,1,1,7.55,5.7625,9.8125,14,657
0,0,308760,1,0,6.8125,5.425,8.45,14,658
0,0,169572,1,0,7.4125,5.8,9.3625,14,659
0,0,12705,0,0,8.5625,6.3875,11.2125,14,660
0,0,16434,0,0,9.075,6.8625,11.75,14,661
0,0,32957,1,0,8.3375,6.3,10.7875,14,662
0,0,30104,0,1,8.8,6.7375,11.225,14,663
0,0,35547,1,0,8.9,6.825,11.425,14,664
0,0,14846,0,1,8.975,6.775,11.7125,14,665
0,0,53497,0,0,8.525,6.475,10.9375,14,666
0,0,186494,1,0,8.8875,7.175,10.8625,14,667
0,0,22350,0,1,8.6375,6.55,11.275,14,668
0,0,16729,0,0,9.1125,6.875,11.9125,14,669
0,1,16430,0,1,9.05,6.85,11.675,14,670
0,1,4470,0,1,9.6875,7.25,12.7,14,671
0,1,6161,0,1,10.9375,8.4375,13.9375,14,672
0,0,6006,0,0,9.1,6.7375,11.925,14,673
0,0,33476,0,0,8.175,6.3125,10.45,14,674
0,0,16233,1,0,9.275,7.0625,11.95,14,675
0,0,147546,1,0,9.0375,7.275,11.1625,14,676
0,0,24913,1,1,9.675,7.4125,12.5125,14,677
0,0,197465,1,0,9.5375,7.75,11.6,14,678
0,0,7544,0,1,9.0125,6.7625,11.8125,14,679
0,0,5355,0,0,9.2125,6.8375,12.0875,14,680
0,0,22363,0,0,9,6.8625,11.6375,14,681
0,0,270056,1,0,9.5625,7.925,11.4625,14,682
0,1,5994,0,1,9.325,6.975,12.225,14,683
0,0,47711,0,0,9.8375,7.6375,12.525,14,684
0,0,135394,1,0,8.2875,6.5125,10.4125,14,685
0,0,17808,0,1,9.125,6.9,11.825,14,686
0,0,81625,1,1,9.65,7.65,12.025,14,687
0,1,11947,1,1,9.0125,6.7375,11.85,14,688
0,0,17707,0,1,9.3,7.0375,12.1,14,689
0,0,14716,0,0,9.025,6.7875,11.725,14,690
0,0,16760,0,1,9.075,6.85,11.7875,14,691
0,0,14665,0,1,9.3625,7.1,12.1375,14,692
0,0,58498,1,0,9.1,7.0875,11.5875,14,693
0,0,677560,1,0,7.7375,6.4375,9.1875,14,694
0,0,66357,1,1,8.6375,6.7125,11.0875,14,695
0,0,295266,1,1,9.175,7.5,11.075,14,696
0,0,38664,0,0,8.6,6.5,11.15,14,697
0,0,34387,0,0,9.0375,7.025,11.475,15,698
0,0,355329,1,0,9.05,7.825,10.3375,15,699
0,0,76794,1,0,9.55,7.6,11.825,15,700
0,0,8854,0,0,10.5125,7.9625,13.5875,15,701
0,0,12766,1,1,10.675,8.325,13.4625,15,702
0,0,56640,1,0,8.875,6.875,11.2375,15,703
0,0,15242,0,0,10.25,7.8,13.1875,15,704
0,0,20155,0,0,9.7625,7.525,12.4375,15,705
0,0,38966,0,0,9.35,7.3375,11.7375,15,706
0,0,110232,1,0,9.725,7.8375,11.9,15,707
0,0,26890,0,0,9.575,7.425,12.1875,15,708
0,0,33224,1,0,10.975,8.5875,13.875,15,709
0,0,10713,0,1,10.25,7.875,13.0375,15,710
0,0,31648,0,0,9.7125,7.5375,12.2875,15,711
0,0,50047,1,0,9.2125,7.2125,11.6375,15,712
0,0,25740,0,0,9.675,7.45,12.3125,15,713
0,0,42223,0,0,9.0875,7.0875,11.4375,15,714
0,0,117671,1,1,9.925,8.0875,11.975,15,715
0,0,41889,1,0,8.8,6.85,11.0875,15,716
0,0,197559,1,0,8.425,6.9875,10.025,15,717
0,0,24277,1,0,10.3,7.9875,13.05,15,718
0,0,74578,1,0,9.2875,7.325,11.6125,15,719
0,0,17240,0,0,10.45,8.2375,13.05,15,720
0,0,23087,0,0,10.25,7.9125,12.975,15,721
0,0,20836,0,0,10.0875,7.9,12.575,15,722
0,0,33503,0,0,9.7,7.625,12.1625,15,723
0,0,70061,1,1,10.7375,8.7125,13.05,15,724
0,0,33165,0,0,11.2375,8.7875,14.0875,15,725
0,0,274569,1,0,7.125,5.8375,8.6125,15,726
0,0,70002,1,0,9.2625,7.275,11.6375,15,727
0,0,39364,0,0,9.4,7.25,11.975,15,728
0,0,145448,1,0,8.1,6.5125,9.9375,15,729
0,0,49462,1,0,9.8125,7.775,12.225,15,730
0,0,82752,1,0,10.6,8.65,12.825,15,731
0,0,37124,1,0,10.525,8.2875,13.2,15,732
0,0,42376,1,0,9.4125,7.375,11.8375,15,733
0,0,33478,0,0,9.5125,7.275,12.1375,15,734
0,0,21253,0,0,10.3375,8.175,12.8875,15,735
0,0,32428,0,0,9.4125,7.3125,11.85,15,736
0,0,28525,0,0,9.1625,6.975,11.75,15,737
0,0,139654,1,0,8.7375,7,10.6625,15,738
0,0,38440,1,1,9.65,7.5625,12.0375,15,739
0,0,77358,0,0,9.275,7.45,11.4625,15,740
0,0,37128,0,0,9.05,7.1375,11.3125,15,741
0,0,496005,1,1,11.0625,9.8625,12.375,15,742
0,0,111467,1,0,9.8375,8.05,11.9,15,743
0,0,46134,1,1,11.3625,9.0625,13.9875,15,744
0,0,131636,1,0,10.8875,9.0375,12.975,15,745
0,0,903393,1,1,9.55,8.7,10.4125,15,746
0,0,47051,0,0,9.175,7.2125,11.5125,15,747
0,0,10334,0,0,9.6625,7.425,12.3875,15,748
0,0,36903,1,1,9.8375,7.7375,12.3875,15,749
0,0,137974,1,1,7.65,6.1625,9.4,15,750
0,0,38124,0,0,10.0625,7.95,12.6375,15,751
0,0,68894,1,0,9.2375,7.225,11.65,15,752
0,0,14244,0,1,9.9375,7.5875,12.8875,15,753
0,0,47536,0,0,8.95,7.05,11.2,15,754
0,0,6128,0,1,9.9125,7.4,13,15,755
0,0,19840,0,1,10.4,8.1875,12.9875,15,756
0,0,21575,0,0,9.8,7.475,12.55,15,757
0,0,17339,0,0,10.2375,7.975,12.95,15,758
0,0,19338,0,0,9.275,7.2875,11.65,15,759
0,0,12845,0,0,10.45,7.9375,13.4875,15,760
0,0,164343,1,0,8.5625,6.9,10.4375,15,761
0,0,25910,0,0,9.9375,7.65,12.675,15,762
0,0,13402,0,1,10.4,8.125,13.1,15,763
0,0,37963,0,0,9.4125,7.275,11.9375,15,764
0,1,26171,0,1,10.7125,8.6,13.1625,15,765
0,0,28818,0,0,9.2625,7.3125,11.55,15,766
0,0,17392,0,0,10.05,7.875,12.6125,15,767
0,0,24181,0,1,9.8125,7.5375,12.55,15,768
0,0,44436,1,0,9.575,7.4625,12.075,15,769
0,0,20952,0,0,9.6625,7.575,12.2125,15,770
0,0,266931,1,0,9.05,7.7,10.475,15,771
0,0,23363,0,1,10.1875,8.0375,12.6875,15,772
0,0,34185,0,0,10.1375,7.925,12.75,15,773
0,0,21475,0,0,9.3375,7.1875,11.925,15,774
0,0,10613,0,0,10.0625,7.7375,12.95,15,775
0,0,172780,1,1,7.55,6.15,9.1875,15,776
0,0,15936,0,0,10.45,7.9875,13.4375,15,777
0,0,7516,0,1,9.85,7.525,12.625,15,778
0,0,179703,1,1,10.0375,8.3875,11.85,15,779
0,0,16212,0,0,10.675,8.225,13.55,15,780
0,0,107848,1,1,9.2,7.4625,11.225,15,781
0,0,32888,1,0,10.7125,8.475,13.4125,15,782
0,0,8508,0,0,10.3875,7.9,13.3875,15,783
0,0,59689,1,0,9.325,7.3875,11.65,15,784
0,0,28262,0,1,9.4125,7.2,12.1,15,785
0,0,68917,1,0,9.675,7.8,11.85,15,786
0,0,27636,1,0,9.5875,7.425,12.125,15,787
0,0,24643,0,0,9.85,7.8125,12.2625,15,788
0,0,33292,0,0,8.85,6.8625,11.25,15,789
0,0,7682,0,0,9.525,7.2875,12.2125,16,790
0,0,4029,0,0,9.0125,6.7375,11.7,16,791
0,0,14330,0,0,8.4,6.4875,10.725,16,792
0,0,12887,0,1,8.7375,6.6875,11.175,16,793
0,0,6119,0,0,9.575,7.275,12.3375,16,794
0,0,26076,0,0,7.75,5.9375,9.85,16,795
0,0,131090,1,0,8.3125,7.0625,9.75,16,796
0,0,26306,0,0,8.1,6.325,10.2625,16,797
0,0,24276,0,0,8.0625,6.3125,10.1125,16,798
0,0,20958,0,0,8.325,6.4125,10.6375,16,799
0,0,20260,0,0,8.575,6.7625,10.7375,16,800
0,0,14867,0,0,8.25,6.375,10.4875,16,801
0,0,9670,0,1,9.4,7.225,12,16,802
0,0,20816,0,0,8.2125,6.375,10.3375,16,803
0,0,13956,0,0,8.6625,6.6875,11.0125,16,804
0,0,18499,0,0,8.3625,6.45,10.6,16,805
0,0,44151,1,0,9.2125,7.3875,11.3375,16,806
0,0,12072,0,0,9,6.95,11.5,16,807
0,0,12439,0,0,8.4125,6.45,10.8375,16,808
0,0,9286,0,0,8.3375,6.3375,10.7875,16,809
0,0,16667,1,0,8.1875,6.3,10.4375,16,810
0,0,18129,0,0,8.2625,6.4,10.5125,16,811
0,0,49116,1,0,8.9625,7.125,11.1375,16,812
0,0,17096,0,0,8.1375,6.275,10.2875,16,813
0,0,66135,1,0,6.65,5.2625,8.3125,16,814
0,0,8753,0,0,8.6375,6.525,11.1375,16,815
0,0,8457,0,0,8,6.0625,10.3625,16,816
0,0,17764,0,0,8.1375,6.175,10.3875,16,817
0,0,40325,1,0,9.5125,7.7,11.5625,16,818
0,0,16667,0,0,8.6,6.65,10.9375,16,819
0,0,93653,1,0,7.8,6.2875,9.4875,16,820
0,0,10302,1,1,8.6625,6.6125,11.1,16,821
0,0,20880,0,0,8.55,6.6875,10.8,16,822
0,0,16303,0,0,9.125,7.075,11.525,16,823
0,0,10680,0,0,8.7625,6.675,11.25,16,824
0,0,7441,0,0,8.9125,6.725,11.4625,16,825
0,0,9336,0,1,8.7125,6.6375,11.1625,16,826
0,0,12453,0,0,8.9375,6.8625,11.4625,16,827
0,0,10954,0,1,8.3125,6.35,10.6875,16,828
0,0,15673,0,0,8.7375,6.75,11.1,16,829
0,0,11341,0,0,8.7125,6.675,11.175,16,830
0,0,17534,0,0,8.7625,6.775,11.125,16,831
0,0,14928,0,0,8.3,6.4,10.5875,16,832
0,0,20145,0,0,8.275,6.4625,10.4,16,833
0,0,9566,0,0,8.575,6.55,11,16,834
0,0,9815,1,0,9.075,6.9125,11.6375,16,835
0,0,7089,0,0,8.8125,6.7125,11.35,16,836
0,0,16355,0,0,8.5,6.55,10.85,16,837
0,0,19848,0,0,8.55,6.575,10.85,16,838
0,0,36842,0,0,8.9,7.0375,11.0625,16,839
0,0,16843,1,0,8.4,6.425,10.75,16,840
0,0,130882,1,0,5.35,4.3625,6.4875,16,841
0,0,20638,0,0,7.975,6.125,10.125,16,842
0,0,10511,0,0,8.55,6.525,11.05,16,843
0,0,15543,0,0,9.075,7.075,11.4375,16,844
0,0,35862,1,0,8.6,6.825,10.675,16,845
0,0,211226,1,0,7.675,6.6,8.8,16,846
0,0,11387,0,0,8.325,6.3125,10.65,16,847
0,0,8898,1,0,8.4625,6.4,10.925,16,848
0,0,11581,0,0,8.0125,6.1125,10.35,16,849
0,0,15679,0,0,8.0375,6.125,10.325,16,850
0,0,22381,1,0,8.0125,6.2,10.2125,16,851
0,0,33309,0,0,7.9125,6.1875,9.925,16,852
0,0,40648,1,0,8.4875,6.8,10.45,16,853
0,0,15059,0,0,7.5375,5.6875,9.725,16,854
0,0,10776,0,0,8.55,6.5625,10.925,16,855
0,0,9243,0,0,9.2375,7.025,11.875,16,856
0,0,7970,0,1,8.6875,6.6,11.2375,16,857
0,0,10740,1,0,9.075,6.95,11.6125,16,858
0,0,42745,1,0,7.5375,5.9625,9.375,16,859
0,0,14398,0,1,8.925,6.925,11.3125,16,860
0,0,6462,1,0,8.425,6.325,10.9625,16,861
0,0,15932,1,1,9.225,7.1625,11.6875,16,862
0,0,9421,0,0,9.3,7.1,11.9625,16,863
0,0,24986,0,0,8.3375,6.4625,10.6375,16,864
0,0,7310,0,0,9.9875,7.6125,12.8,16,865
0,0,430640,1,0,7.4125,6.55,8.3375,16,866
0,0,93158,1,0,8.6375,7.1125,10.4375,16,867
0,0,18914,0,0,8.2625,6.4,10.5,16,868
0,0,5131,0,1,9.2875,7.0375,12.025,16,869
0,0,10350,0,0,9.1875,7.0375,11.775,16,870
0,0,165224,1,0,7.825,6.675,9.1375,16,871
0,0,12167,0,0,9.1375,7.0375,11.575,16,872
0,0,33704,0,0,6.9,5.4125,8.625,16,873
0,0,89542,1,0,5.575,4.45,6.8375,16,874
0,0,17767,0,0,9.15,7.175,11.475,16,875
0,0,6317,0,1,9.2625,7.05,11.9125,16,876
0,0,12534,1,1,9.1625,7.025,11.675,16,877
0,1,7570,0,1,9.0125,6.8875,11.55,16,878
0,0,35625,1,1,8.9125,7.1625,11.0125,16,879
0,0,46225,1,0,7.675,6.025,9.6125,16,880
0,0,21704,0,0,8.25,6.4,10.475,16,881
0,1,6403,0,1,9.2375,7.0125,11.9125,16,882
0,0,38013,1,1,9.0125,7.225,11.15,16,883
0,0,10866,0,0,8.9125,6.8,11.4125,16,884
0,0,21056,0,0,7.7625,6.0375,9.8375,16,885
0,0,102172,1,0,8.2625,6.875,9.8375,16,886
0,0,7598,0,0,8.75,6.6125,11.2625,16,887
0,0,13229,0,0,8.725,6.6875,11.1375,16,888
0,0,13371,0,0,9.8625,7.8625,12.1875,17,889
0,1,8102,0,1,8.8,6.8,11.175,17,890
0,0,16924,1,0,8.8625,7.05,10.9375,17,891
0,0,4861,0,1,9.9375,7.675,12.6375,17,892
0,0,27674,1,0,9.875,8.0375,11.925,17,893
0,0,15173,0,1,9.0125,7.15,11.175,17,894
0,0,9984,0,1,10.3625,8.275,12.8,17,895
0,0,65880,1,0,8.6125,7.2125,10.1875,17,896
0,0,2790,0,0,9.1375,6.8125,11.8875,17,897
0,1,3669,0,1,10.175,7.8,13,17,898
0,0,21603,1,1,10.125,8.1625,12.4,17,899
0,1,2726,0,1,10.275,7.7125,13.25,17,900
0,0,2215,0,0,10.1,7.5125,13.15,17,901
0,0,8535,1,0,9.2875,7.25,11.6875,17,902
0,1,9533,1,1,10.4875,8.3,13.0875,17,903
0,0,8601,0,0,9.1375,7.125,11.5375,17,904
0,0,1891,0,0,10.2875,7.6875,13.3875,17,905
0,0,36311,1,1,9.1125,7.525,10.9375,17,906
0,0,39134,1,1,8.8,7.225,10.6125,17,907
0,1,2961,0,1,11.3,8.6,14.45,17,908
0,0,19754,0,0,9.3,7.425,11.425,17,909
0,0,7945,0,0,9.2,7.1,11.725,17,910
0,0,110826,1,1,5.6375,4.75,6.6375,17,911
0,0,3037,0,1,9.7125,7.2875,12.6,17,912
0,1,2882,0,1,11.1375,8.5,14.25,17,913
0,0,28452,1,0,7.425,5.9125,9.1625,17,914
0,1,6497,0,1,9.2875,7.1875,11.8,17,915
0,0,36776,1,0,7.55,6,9.375,17,916
0,0,33848,1,0,8.025,6.4625,9.9875,17,917
0,0,25992,1,0,9.075,7.4,11.0375,17,918
0,1,34362,1,1,7.95,6.375,9.75,17,919
0,1,2695,0,1,11.1,8.375,14.3,17,920
0,0,2597,0,0,10.5375,8.075,13.45,17,921
0,0,7829,1,0,8.4875,6.4,10.9875,17,922
0,0,6006,0,0,8.3125,6.25,10.775,17,923
0,0,1247,0,0,9.9125,7.15,13.2,17,924
0,0,6689,0,1,9.85,7.6875,12.425,17,925
0,1,2690,0,1,8.725,6.4125,11.525,17,926
0,0,6034,0,1,10.35,8.05,13.025,17,927
0,0,34684,1,0,8.625,7.0375,10.3875,17,928
0,0,4256,0,0,8.325,6.1625,10.925,17,929
0,0,1916,0,0,9.7375,7.1875,12.9375,17,930
0,0,13462,0,0,9.2625,7.4125,11.45,17,931
0,0,19126,0,0,9.025,7.2375,11.05,17,932
0,1,3077,0,1,11.1875,8.5,14.3375,17,933
0,0,544179,1,0,6.225,5.65,6.8,17,934
0,0,3977,0,0,8.725,6.5125,11.4875,17,935
0,0,7858,0,0,10.0375,7.825,12.6,17,936
0,1,2553,0,1,9.75,7.2875,12.6625,17,937
0,0,21607,0,1,9.975,8.1125,12.1,17,938
0,0,1750,0,0,10.1875,7.4875,13.3375,17,939
0,0,76227,1,0,8.375,7.075,9.9,17,940
0,0,3241,0,0,9.5375,7.2125,12.3375,17,941
0,0,9656,0,1,9.2,7.2,11.5625,17,942
0,0,2756,0,0,10.6,7.9,13.7125,17,943
0,0,33690,1,1,8.0875,6.575,9.8375,17,944
0,0,12660,0,0,9.175,7.2875,11.4,17,945
0,0,10117,0,0,9.5875,7.55,11.9125,17,946
0,0,29180,1,0,8.8625,7.225,10.7375,17,947
0,0,4575,0,0,9.375,7.1125,12.0375,17,948
0,0,32787,0,0,8.0875,6.525,9.9,17,949
0,0,6373,1,0,9.7625,7.55,12.3125,17,950
0,0,35471,0,0,10.4875,8.7625,12.425,17,951
0,0,5923,0,0,9.8625,7.625,12.5125,17,952
0,0,3233,0,0,8.9875,6.6875,11.7125,17,953
0,0,10178,0,0,9.7625,7.7375,12.125,17,954
0,0,16512,1,1,10.1125,8.0875,12.4875,17,955
0,0,3107,0,0,10.725,8.175,13.725,17,956
0,0,5671,0,0,8.825,6.7375,11.3125,17,957
